Order_ID,Product_ID,Product_Name,Category,Supplier,Warehouse,Country,Region,Customer,Order_Date,Shipment_Date,Delivery_Date,Quantity,Unit_Price,Cost,Revenue,Profit,Shipping_Cost,Transportation_Mode,Inventory_Level,Reorder_Point,Lead_Time,Demand,Sales,Discount,Order_Status,Delay_Days,Returned,Customer_Rating,Season,Month,Year
ORD127823,P1019,Vacuum Cleaner,Home & Kitchen,Supplier_Alpha,Warehouse_South_01,South Africa,Africa,CUST007221,2024-01-05 22:08:45,2024-01-05 22:08:45,2024-01-16 22:08:45,58,1141.25,51215.16,66192.5,14973.42,3.92,Rail,4735,302,9.0,63,70329.76,0.0,Delivered,2,No,4.6,Winter,1,2024
ORD127824,P1009,Women's Dress,Apparel,Supplier_Nova,Warehouse_South_01,India,Asia,CUST011555,2024-01-05 23:48:43,2024-01-08 23:48:43,2024-01-31 23:48:43,180,719.78,97749.0,129560.4,31776.59,34.81,Air,4801,175,23.0,266,205445.57,0.0,Delivered,0,No,5.0,Winter,1,2024
ORD127825,P1025,Wooden Dining Table,Furniture,Supplier_Orion,Warehouse_South_01,Australia,Oceania,CUST010058,2024-01-06 00:46:58,2024-01-07 00:46:58,2024-01-17 00:46:58,161,1127.2,101830.89,154257.32,52369.32,57.11,Road,3825,290,10.0,178,210573.43,0.15,Delivered,0,No,3.8,Winter,1,2024
ORD127826,P1047,Remote Control Car,Toys,Supplier_Titan,Warehouse_East_02,Mexico,North America,CUST009248,2024-01-06 04:27:54,2024-01-07 04:27:54,2024-01-26 04:27:54,90,556.66,39779.1,50099.4,10240.99,79.31,Road,4941,682,14.0,92,47977.32,0.0,Delivered,5,No,4.8,Winter,1,2024
ORD127827,P1026,Bookshelf,Furniture,Supplier_Atlas,Warehouse_North_02,Singapore,Asia,CUST006131,2024-01-06 05:25:49,2024-01-07 05:25:49,2024-01-19 05:25:49,183,155.55,18757.5,28465.65,9665.94,42.21,Road,1126,528,11.0,229,34832.8,0.0,Delivered,1,No,3.8,Winter,1,2024
ORD127828,P1049,Action Figure,Toys,Supplier_Zenith,Warehouse_East_02,France,Europe,CUST003500,2024-01-06 06:08:11,2024-01-09 06:08:11,2024-01-23 06:08:11,182,984.99,112850.92,170304.77,57429.72,24.13,Sea,4180,94,14.0,235,235857.85,0.05,Delivered,0,No,5.0,Winter,1,2024
ORD127829,P1013,Winter Sweater,Apparel,Supplier_Orion,Warehouse_South_02,Germany,Europe,CUST000980,2024-01-06 06:40:04,2024-01-08 06:40:04,2024-01-14 06:40:04,73,1258.79,59772.4,82702.5,22849.79,80.31,Rail,1224,558,6.0,100,119342.13,0.1,Delivered,0,No,3.6,Winter,1,2024
ORD127830,P1035,Green Tea Pack,Grocery,Supplier_Meridian,Warehouse_North_02,USA,North America,CUST007209,2024-01-06 06:52:31,2024-01-09 06:52:31,2024-01-25 06:52:31,128,151.88,12389.12,18468.61,5985.01,94.48,Rail,1750,393,16.0,135,22114.38,0.05,Delivered,0,No,4.8,Winter,1,2024
ORD127831,P1011,Denim Jeans,Apparel,Supplier_Nova,Warehouse_Central_01,China,Asia,CUST004216,2024-01-06 07:02:07,2024-01-08 07:02:07,2024-01-29 07:02:07,21,279.04,4406.64,5859.84,1433.88,19.32,Road,3097,347,21.0,19,5592.52,0.0,Delivered,0,No,4.1,Winter,1,2024
ORD127832,P1051,Dash Camera,Automotive,Supplier_Orion,Warehouse_North_01,UAE,Middle East,CUST011638,2024-01-06 07:02:43,2024-01-06 07:02:43,2024-01-14 07:02:43,69,384.82,16922.25,25224.95,8276.45,26.25,Road,1225,650,8.0,68,27797.05,0.05,Delivered,0,No,3.2,Winter,1,2024
ORD127833,P1022,Water Purifier,Home & Kitchen,Supplier_Atlas,Warehouse_South_02,UAE,Middle East,CUST002096,2024-01-06 07:19:54,2024-01-08 07:19:54,2024-01-31 07:19:54,178,767.51,97526.2,129785.94,32239.66,20.08,Sea,4044,229,23.0,191,141206.17,0.05,Delivered,0,No,5.0,Winter,1,2024
ORD127834,P1020,Non-stick Cookware Set,Home & Kitchen,Supplier_Summit,Warehouse_East_02,Germany,Europe,CUST009568,2024-01-06 07:56:16,2024-01-08 07:56:16,2024-01-21 07:56:16,4,906.12,2645.48,3262.03,600.22,16.33,Sea,4706,119,13.0,4,3849.31,0.1,Delivered,0,No,3.8,Winter,1,2024
ORD127835,P1007,Gaming Console,Electronics,Supplier_Vertex,Warehouse_Central_02,Singapore,Asia,CUST000890,2024-01-06 08:33:52,2024-01-07 08:33:52,2024-01-28 08:33:52,189,300.68,34585.11,56828.52,22198.96,44.45,Sea,4124,314,21.0,229,67510.22,0.0,Delivered,0,No,3.4,Winter,1,2024
ORD127836,P1038,Breakfast Cereal,Grocery,Supplier_Nova,Warehouse_West_01,Canada,North America,CUST011791,2024-01-06 08:38:07,2024-01-06 08:38:07,2024-02-02 08:38:07,25,824.58,16770.75,20614.5,3809.31,34.44,Air,2581,75,17.0,23,20587.46,0.0,Delivered,10,No,4.7,Winter,1,2024
ORD127837,P1008,Men's Jacket,Apparel,Supplier_Summit,Warehouse_East_02,USA,North America,CUST008590,2024-01-06 08:47:19,2024-01-08 08:47:19,2024-01-13 08:47:19,14,1097.16,9388.82,15360.24,5932.57,38.85,Sea,4400,179,3.0,20,22612.82,0.0,Delivered,2,No,3.4,Winter,1,2024
ORD127838,P1023,LED Lamp,Home & Kitchen,Supplier_Orion,Warehouse_East_01,Argentina,South America,CUST002341,2024-01-06 10:19:13,2024-01-08 10:19:13,2024-01-21 10:19:13,22,987.8,14230.04,17385.28,3134.83,20.41,Rail,1523,721,11.0,28,29120.53,0.2,Delivered,2,No,3.2,Winter,1,2024
ORD127839,P1030,Wardrobe,Furniture,Supplier_Meridian,Warehouse_Central_01,South Africa,Africa,CUST004708,2024-01-06 10:30:22,2024-01-08 10:30:22,2024-01-19 10:30:22,111,1422.09,130572.63,157851.99,27174.39,104.97,Road,2564,727,10.0,149,231838.31,0.0,Delivered,1,No,3.1,Winter,1,2024
ORD127840,P1024,Office Chair,Furniture,Supplier_Pioneer,Warehouse_East_02,USA,North America,CUST007540,2024-01-06 11:00:10,2024-01-08 11:00:10,2024-02-03 11:00:10,76,54.11,2595.4,4112.36,1431.5,85.46,Road,596,625,21.0,81,4239.62,0.0,Delivered,5,No,3.3,Winter,1,2024
ORD127841,P1016,Air Fryer,Home & Kitchen,Supplier_Horizon,Warehouse_East_01,Brazil,South America,CUST002633,2024-01-06 12:28:37,2024-01-06 12:28:37,2024-01-12 12:28:37,89,945.37,60669.52,84137.93,23390.13,78.28,Road,1517,85,4.0,107,103788.97,0.0,Delivered,2,No,3.8,Winter,1,2024
ORD127842,P1041,Electric Toothbrush,Health & Beauty,Supplier_Alpha,Warehouse_North_01,India,Asia,CUST010279,2024-01-06 12:50:17,2024-01-06 12:50:17,2024-01-20 12:50:17,32,663.62,12207.04,20174.05,7954.84,12.17,Sea,15,647,12.0,46,30707.55,0.05,Delivered,2,No,4.5,Winter,1,2024
ORD127843,P1028,Study Desk,Furniture,Supplier_Atlas,Warehouse_South_01,Canada,North America,CUST003562,2024-01-06 12:57:44,2024-01-08 12:57:44,2024-01-19 12:57:44,97,132.14,7679.49,12817.58,5029.92,108.17,Rail,2879,94,11.0,111,15588.77,0.0,Delivered,0,No,4.3,Winter,1,2024
ORD127844,P1002,Wireless Earbuds,Electronics,Supplier_Meridian,Warehouse_East_02,India,Asia,CUST002128,2024-01-06 13:07:10,2024-01-07 13:07:10,2024-01-22 13:07:10,110,966.36,73058.7,90354.66,17239.41,56.55,Road,3592,799,14.0,145,134588.36,0.15,Delivered,1,No,4.6,Winter,1,2024
ORD127845,P1020,Non-stick Cookware Set,Home & Kitchen,Supplier_Summit,Warehouse_East_02,UK,Europe,CUST005717,2024-01-06 13:07:12,2024-01-07 13:07:12,2024-01-30 13:07:12,16,1176.07,10634.88,18817.12,8102.97,79.27,Road,3981,460,23.0,20,25840.03,0.0,Delivered,0,No,3.1,Winter,1,2024
ORD127846,P1007,Gaming Console,Electronics,Supplier_Beta,Warehouse_North_02,South Africa,Africa,CUST001918,2024-01-06 14:42:51,2024-01-06 14:42:51,2024-01-19 14:42:51,197,1064.89,148356.76,209783.33,61408.1,18.47,Road,802,318,3.0,269,290314.18,0.0,Delivered,10,No,3.6,Winter,1,2024
ORD127847,P1013,Winter Sweater,Apparel,Supplier_Zenith,Warehouse_North_02,Singapore,Asia,CUST000241,2024-01-06 15:05:50,2024-01-09 15:05:50,2024-01-28 15:05:50,24,902.13,17126.64,21651.12,4264.52,259.96,Air,3029,339,17.0,35,29391.38,0.0,Delivered,2,No,3.7,Winter,1,2024
ORD127848,P1038,Breakfast Cereal,Grocery,Supplier_Horizon,Warehouse_North_02,Italy,Europe,CUST006377,2024-01-06 16:05:54,2024-01-08 16:05:54,2024-01-17 16:05:54,185,713.23,111897.25,118752.8,6772.37,83.18,Rail,1697,107,9.0,233,168112.11,0.1,Delivered,0,No,4.1,Winter,1,2024
ORD127849,P1015,Sports Cap,Apparel,Supplier_Beta,Warehouse_West_02,China,Asia,CUST010904,2024-01-06 16:14:25,2024-01-07 16:14:25,2024-01-28 16:14:25,110,97.63,8872.6,8591.44,-328.23,47.07,Road,3565,651,21.0,160,14610.42,0.2,Delivered,0,No,4.0,Winter,1,2024
ORD127850,P1017,Coffee Maker,Home & Kitchen,Supplier_Meridian,Warehouse_North_02,USA,North America,CUST007848,2024-01-06 16:55:07,2024-01-08 16:55:07,2024-01-19 16:55:07,2,1362.06,2116.52,2724.12,497.44,110.16,Road,3398,650,11.0,3,4460.54,0.0,Delivered,0,No,4.5,Winter,1,2024
ORD127851,P1030,Wardrobe,Furniture,Supplier_Horizon,Warehouse_Central_02,Canada,North America,CUST005086,2024-01-06 21:09:16,2024-01-07 21:09:16,2024-01-31 21:09:16,151,1443.0,157600.21,206998.35,49374.37,23.77,Road,3778,187,24.0,154,206389.01,0.05,Returned,0,Yes,2.4,Winter,1,2024
ORD127852,P1010,Running Shoes,Apparel,Supplier_Vertex,Warehouse_North_01,Italy,Europe,CUST003710,2024-01-06 21:12:53,2024-01-07 21:12:53,2024-01-26 21:12:53,95,450.99,30062.75,40701.85,10521.02,118.08,Road,4529,761,18.0,115,55279.45,0.05,Delivered,1,No,3.7,Winter,1,2024
ORD127853,P1037,Whole Wheat Flour,Grocery,Supplier_Orion,Warehouse_West_01,India,Asia,CUST005885,2024-01-06 21:15:20,2024-01-06 21:15:20,2024-01-25 21:15:20,131,279.6,25343.26,31133.46,5771.13,19.07,Road,4356,449,19.0,126,32229.61,0.15,Cancelled,0,No,4.7,Winter,1,2024
ORD127854,P1019,Vacuum Cleaner,Home & Kitchen,Supplier_Meridian,Warehouse_Central_01,Italy,Europe,CUST002064,2024-01-06 21:29:58,2024-01-07 21:29:58,2024-01-28 21:29:58,86,1464.61,104643.08,125956.46,21280.85,32.53,Sea,846,366,21.0,107,155772.6,0.0,Shipped,0,No,4.2,Winter,1,2024
ORD127855,P1052,Tyre Inflator,Automotive,Supplier_Meridian,Warehouse_South_02,Japan,Asia,CUST006914,2024-01-06 21:44:59,2024-01-07 21:44:59,2024-01-30 21:44:59,100,893.63,70610.0,89363.0,18725.05,27.95,Sea,1768,511,22.0,123,119134.51,0.0,Processing,1,No,4.9,Winter,1,2024
ORD127856,P1045,Protein Powder,Health & Beauty,Supplier_Summit,Warehouse_Central_01,Canada,North America,CUST008856,2024-01-06 22:10:59,2024-01-08 22:10:59,2024-01-21 22:10:59,97,1172.75,65486.64,113756.75,48244.33,25.78,Sea,1219,472,11.0,107,116559.63,0.0,Delivered,2,No,3.4,Winter,1,2024
ORD127857,P1052,Tyre Inflator,Automotive,Supplier_Zenith,Warehouse_Central_01,Australia,Oceania,CUST003868,2024-01-06 22:31:31,2024-01-09 22:31:31,2024-01-15 22:31:31,196,385.1,47541.76,56609.7,9046.48,21.46,Sea,4800,724,3.0,227,91331.59,0.25,Shipped,3,No,3.5,Winter,1,2024
ORD127858,P1044,Sunscreen SPF50,Health & Beauty,Supplier_Pioneer,Warehouse_East_01,India,Asia,CUST000388,2024-01-06 23:04:15,2024-01-07 23:04:15,2024-01-13 23:04:15,51,494.41,15763.08,25214.91,9443.01,8.82,Road,2204,93,3.0,68,30654.45,0.0,Cancelled,3,No,2.9,Winter,1,2024
ORD127859,P1003,Smartwatch S2,Electronics,Supplier_Vertex,Warehouse_Central_01,Argentina,South America,CUST009304,2024-01-06 23:22:14,2024-01-09 23:22:14,2024-01-21 23:22:14,87,1249.14,91622.31,103241.42,11599.17,19.94,Road,706,492,11.0,98,126147.28,0.05,Delivered,1,No,4.3,Winter,1,2024
ORD127860,P1019,Vacuum Cleaner,Home & Kitchen,Supplier_Alpha,Warehouse_Central_01,Australia,Oceania,CUST009728,2024-01-07 00:08:45,2024-01-09 00:08:45,2024-01-31 00:08:45,115,768.45,71630.05,83953.16,12319.96,3.15,Road,1136,161,22.0,125,103401.09,0.05,Delivered,0,No,3.3,Winter,1,2024
ORD127861,P1030,Wardrobe,Furniture,Supplier_Nova,Warehouse_West_01,Argentina,South America,CUST010009,2024-01-07 00:48:49,2024-01-07 00:48:49,2024-01-10 00:48:49,50,1418.27,49653.0,70913.5,21207.05,53.45,Sea,4124,109,3.0,63,81243.46,0.0,Shipped,0,No,3.1,Winter,1,2024
ORD127862,P1019,Vacuum Cleaner,Home & Kitchen,Supplier_Orion,Warehouse_North_02,UAE,Middle East,CUST003713,2024-01-07 00:50:52,2024-01-09 00:50:52,2024-01-26 00:50:52,4,976.6,2474.24,3515.76,928.26,113.26,Road,4168,179,15.0,6,5505.71,0.1,Delivered,2,No,5.0,Winter,1,2024
ORD127863,P1010,Running Shoes,Apparel,Supplier_Zenith,Warehouse_Central_02,Italy,Europe,CUST003557,2024-01-07 00:54:55,2024-01-09 00:54:55,2024-01-29 00:54:55,17,1071.11,14734.75,17298.43,2491.7,71.98,Sea,4324,625,20.0,24,27678.99,0.05,Delivered,0,No,3.7,Winter,1,2024
ORD127864,P1049,Action Figure,Toys,Supplier_Summit,Warehouse_South_01,Brazil,South America,CUST008346,2024-01-07 01:41:00,2024-01-10 01:41:00,2024-01-20 01:41:00,198,860.42,114901.38,136290.53,21369.43,19.72,Air,4954,631,10.0,185,154977.19,0.2,Delivered,0,No,4.6,Winter,1,2024
ORD127865,P1000,Smartphone X1,Electronics,Supplier_Pioneer,Warehouse_North_01,Japan,Asia,CUST000366,2024-01-07 02:21:46,2024-01-10 02:21:46,2024-01-30 02:21:46,11,534.15,3331.9,5288.08,1914.95,41.23,Rail,1398,140,17.0,12,6899.63,0.1,Delivered,3,No,4.7,Winter,1,2024
ORD127866,P1043,Vitamin C Serum,Health & Beauty,Supplier_Horizon,Warehouse_South_01,Mexico,North America,CUST002507,2024-01-07 04:54:53,2024-01-08 04:54:53,2024-01-31 04:54:53,162,395.33,44418.78,64043.46,19617.87,6.81,Rail,4813,289,23.0,195,74927.11,0.0,Delivered,0,No,3.3,Winter,1,2024
ORD127867,P1017,Coffee Maker,Home & Kitchen,Supplier_Nova,Warehouse_West_02,Italy,Europe,CUST005291,2024-01-07 05:03:58,2024-01-10 05:03:58,2024-01-19 05:03:58,70,699.15,27319.6,41599.42,14135.1,144.72,Air,2501,149,4.0,80,57091.5,0.15,Delivered,5,No,4.6,Winter,1,2024
ORD127868,P1038,Breakfast Cereal,Grocery,Supplier_Beta,Warehouse_South_01,China,Asia,CUST006449,2024-01-07 05:17:52,2024-01-07 05:17:52,2024-02-02 05:17:52,89,1206.87,90403.53,91299.72,780.25,115.94,Road,3996,631,12.0,93,114750.32,0.15,Shipped,14,No,3.1,Winter,1,2024
ORD127869,P1043,Vitamin C Serum,Health & Beauty,Supplier_Beta,Warehouse_Central_02,France,Europe,CUST004070,2024-01-07 05:31:52,2024-01-09 05:31:52,2024-02-02 05:31:52,182,811.35,113202.18,118132.56,4907.43,22.95,Road,2390,277,24.0,223,169943.66,0.2,Delivered,0,No,3.4,Winter,1,2024
ORD127870,P1032,Basmati Rice 5kg,Grocery,Supplier_Titan,Warehouse_East_01,Germany,Europe,CUST001971,2024-01-07 07:33:27,2024-01-10 07:33:27,2024-01-24 07:33:27,39,751.18,21662.55,27831.22,6148.02,20.65,Road,2473,198,13.0,56,40226.23,0.05,Processing,1,No,3.3,Winter,1,2024
ORD127871,P1053,Car Cover,Automotive,Supplier_Titan,Warehouse_Central_01,UK,Europe,CUST000607,2024-01-07 07:51:52,2024-01-07 07:51:52,2024-01-15 07:51:52,91,758.13,38448.41,68989.83,30522.04,19.38,Rail,2680,176,8.0,115,90185.46,0.0,Shipped,0,No,4.2,Winter,1,2024
ORD127872,P1035,Green Tea Pack,Grocery,Supplier_Orion,Warehouse_Central_02,Germany,Europe,CUST009745,2024-01-07 07:57:01,2024-01-07 07:57:01,2024-01-29 07:57:01,131,1086.98,107264.11,142394.38,35110.81,19.46,Sea,1766,526,22.0,193,207187.16,0.0,Delivered,0,No,4.8,Winter,1,2024
ORD127873,P1017,Coffee Maker,Home & Kitchen,Supplier_Beta,Warehouse_North_01,Canada,North America,CUST001427,2024-01-07 09:41:33,2024-01-09 09:41:33,2024-01-15 09:41:33,109,1097.29,86979.82,113624.38,26553.67,90.89,Air,4232,688,6.0,149,174045.65,0.05,Delivered,0,No,3.7,Winter,1,2024
ORD127874,P1046,Building Blocks Set,Toys,Supplier_Vertex,Warehouse_North_02,USA,North America,CUST003368,2024-01-07 09:49:00,2024-01-08 09:49:00,2024-01-30 09:49:00,44,243.66,7811.32,9112.88,1254.96,46.6,Rail,219,169,21.0,51,11184.44,0.15,Delivered,1,No,2.7,Winter,1,2024
ORD127875,P1030,Wardrobe,Furniture,Supplier_Meridian,Warehouse_South_01,UAE,Middle East,CUST003313,2024-01-07 10:18:39,2024-01-07 10:18:39,2024-01-17 10:18:39,6,987.21,4403.88,5923.26,1514.05,5.33,Road,2552,336,3.0,9,8352.86,0.0,Delivered,7,No,3.9,Winter,1,2024
ORD127876,P1034,Organic Honey,Grocery,Supplier_Orion,Warehouse_East_01,Argentina,South America,CUST009596,2024-01-07 10:33:32,2024-01-10 10:33:32,2024-02-03 10:33:32,80,953.71,48152.8,76296.8,28070.8,73.2,Air,1971,333,22.0,93,83600.36,0.0,Delivered,2,No,3.4,Winter,1,2024
ORD127877,P1038,Breakfast Cereal,Grocery,Supplier_Alpha,Warehouse_Central_01,USA,North America,CUST006365,2024-01-07 10:34:07,2024-01-07 10:34:07,2024-01-12 10:34:07,142,677.76,76241.22,91429.82,15145.9,42.7,Sea,727,244,5.0,144,89779.62,0.05,Delivered,0,No,4.8,Winter,1,2024
ORD127878,P1037,Whole Wheat Flour,Grocery,Supplier_Alpha,Warehouse_South_02,Canada,North America,CUST009720,2024-01-07 12:02:34,2024-01-10 12:02:34,2024-01-28 12:02:34,1,1200.13,778.63,1080.12,261.9,39.59,Sea,2704,345,18.0,1,1130.8,0.1,Delivered,0,No,4.5,Winter,1,2024
ORD127879,P1014,Formal Shirt,Apparel,Supplier_Alpha,Warehouse_South_02,India,Asia,CUST002370,2024-01-07 12:17:04,2024-01-10 12:17:04,2024-01-29 12:17:04,81,1306.22,64719.0,105803.82,41016.71,68.11,Sea,3808,254,19.0,120,150112.52,0.0,Delivered,0,No,2.7,Winter,1,2024
ORD127880,P1046,Building Blocks Set,Toys,Supplier_Beta,Warehouse_Central_01,USA,North America,CUST010580,2024-01-07 12:38:53,2024-01-09 12:38:53,2024-01-15 12:38:53,89,246.15,15225.23,21907.35,6660.01,22.11,Sea,1748,424,3.0,127,33521.35,0.0,Delivered,3,No,5.0,Winter,1,2024
ORD127881,P1005,Bluetooth Speaker,Electronics,Supplier_Pioneer,Warehouse_East_01,Brazil,South America,CUST005660,2024-01-07 13:30:50,2024-01-07 13:30:50,2024-01-17 13:30:50,186,374.79,53097.42,69710.94,16585.72,27.8,Road,2059,425,10.0,223,90172.86,0.0,Delivered,0,No,4.3,Winter,1,2024
ORD127882,P1007,Gaming Console,Electronics,Supplier_Summit,Warehouse_South_02,UAE,Middle East,CUST002774,2024-01-07 13:31:43,2024-01-10 13:31:43,2024-01-29 13:31:43,196,192.9,21963.76,37808.4,15763.58,81.06,Road,2697,228,19.0,236,45895.58,0.0,Cancelled,0,No,2.7,Winter,1,2024
ORD127883,P1039,Coffee Beans 1kg,Grocery,Supplier_Nova,Warehouse_North_01,Germany,Europe,CUST003347,2024-01-07 14:41:08,2024-01-10 14:41:08,2024-01-23 14:41:08,175,945.5,123896.5,165462.5,41479.74,86.26,Road,253,279,13.0,195,173021.7,0.0,Delivered,0,No,2.9,Winter,1,2024
ORD127884,P1021,Microwave Oven,Home & Kitchen,Supplier_Zenith,Warehouse_West_01,Singapore,Asia,CUST011924,2024-01-07 16:07:33,2024-01-09 16:07:33,2024-01-21 16:07:33,18,742.02,9501.66,12020.72,2450.66,68.4,Sea,2248,104,11.0,21,15422.2,0.1,Delivered,1,No,3.9,Winter,1,2024
ORD127885,P1000,Smartphone X1,Electronics,Supplier_Vertex,Warehouse_West_02,Singapore,Asia,CUST007515,2024-01-07 16:37:05,2024-01-09 16:37:05,2024-01-17 16:37:05,39,1123.98,24718.59,43835.22,19021.51,95.12,Road,3688,90,8.0,39,43558.31,0.0,Delivered,0,No,3.4,Winter,1,2024
ORD127886,P1012,Cotton T-Shirt,Apparel,Supplier_Pioneer,Warehouse_South_01,Mexico,North America,CUST002902,2024-01-07 16:44:44,2024-01-09 16:44:44,2024-01-13 16:44:44,45,500.73,16862.85,22532.85,5615.24,54.76,Sea,3409,193,4.0,43,20754.52,0.0,Delivered,0,No,3.8,Winter,1,2024
ORD127887,P1023,LED Lamp,Home & Kitchen,Supplier_Zenith,Warehouse_West_02,Singapore,Asia,CUST007249,2024-01-07 16:45:52,2024-01-10 16:45:52,2024-01-29 16:45:52,8,646.44,4016.48,4654.37,533.0,104.89,Air,4677,70,19.0,10,6035.09,0.1,Returned,0,Yes,3.3,Winter,1,2024
ORD127888,P1020,Non-stick Cookware Set,Home & Kitchen,Supplier_Zenith,Warehouse_East_01,USA,North America,CUST003547,2024-01-07 17:43:33,2024-01-10 17:43:33,2024-01-13 17:43:33,17,1343.69,17003.91,19416.32,2404.65,7.76,Road,369,440,3.0,24,33381.16,0.15,Shipped,0,No,4.4,Winter,1,2024
ORD127889,P1044,Sunscreen SPF50,Health & Beauty,Supplier_Alpha,Warehouse_Central_01,UK,Europe,CUST006098,2024-01-07 17:47:25,2024-01-09 17:47:25,2024-01-13 17:47:25,43,746.11,22861.81,32082.73,9160.52,60.4,Sea,2890,318,4.0,40,29104.98,0.0,Delivered,0,No,3.9,Winter,1,2024
ORD127890,P1042,Hair Dryer,Health & Beauty,Supplier_Vertex,Warehouse_West_01,Italy,Europe,CUST000316,2024-01-07 18:02:08,2024-01-10 18:02:08,2024-01-27 18:02:08,35,873.37,20750.45,30567.95,9688.63,128.87,Air,2592,163,16.0,34,30187.52,0.0,Processing,1,No,4.4,Winter,1,2024
ORD127891,P1003,Smartwatch S2,Electronics,Supplier_Beta,Warehouse_South_02,Australia,Oceania,CUST004365,2024-01-07 19:20:30,2024-01-09 19:20:30,2024-01-19 19:20:30,176,1287.16,143077.44,226540.16,83397.04,65.68,Road,2524,438,10.0,211,251497.83,0.0,Delivered,0,No,4.8,Winter,1,2024
ORD127892,P1006,Tablet Air,Electronics,Supplier_Orion,Warehouse_South_01,Brazil,South America,CUST010835,2024-01-07 19:44:34,2024-01-09 19:44:34,2024-01-15 19:44:34,83,515.59,28354.46,34235.18,5788.68,92.04,Rail,4039,689,4.0,86,40166.36,0.2,Delivered,2,No,4.4,Winter,1,2024
ORD127893,P1011,Denim Jeans,Apparel,Supplier_Atlas,Warehouse_North_01,India,Asia,CUST004206,2024-01-07 19:52:12,2024-01-10 19:52:12,2024-01-17 19:52:12,138,1433.16,162144.48,177998.47,15793.46,60.53,Road,4673,519,7.0,131,197577.64,0.1,Shipped,0,No,4.2,Winter,1,2024
ORD127894,P1012,Cotton T-Shirt,Apparel,Supplier_Orion,Warehouse_North_01,China,Asia,CUST006769,2024-01-07 19:53:06,2024-01-09 19:53:06,2024-01-21 19:53:06,18,1250.66,12447.9,21386.29,8874.04,64.35,Sea,3848,576,12.0,26,31131.58,0.05,Cancelled,0,Yes,4.0,Winter,1,2024
ORD127895,P1053,Car Cover,Automotive,Supplier_Atlas,Warehouse_South_02,Germany,Europe,CUST007853,2024-01-07 20:11:57,2024-01-10 20:11:57,2024-01-13 20:11:57,138,201.65,15686.46,27827.7,12035.93,105.31,Road,2146,359,3.0,157,30398.66,0.0,Delivered,0,No,5.0,Winter,1,2024
ORD127896,P1043,Vitamin C Serum,Health & Beauty,Supplier_Orion,Warehouse_Central_01,Germany,Europe,CUST001269,2024-01-07 21:35:47,2024-01-09 21:35:47,2024-01-27 21:35:47,58,903.11,34608.6,49761.36,15148.54,4.22,Rail,4493,100,18.0,65,53121.36,0.05,Delivered,0,No,4.0,Winter,1,2024
ORD127897,P1015,Sports Cap,Apparel,Supplier_Summit,Warehouse_East_02,Mexico,North America,CUST000716,2024-01-07 21:51:12,2024-01-09 21:51:12,2024-01-14 21:51:12,21,201.47,2731.89,4230.87,1416.25,82.73,Rail,3540,676,4.0,25,4594.79,0.0,Shipped,1,No,5.0,Winter,1,2024
ORD127898,P1005,Bluetooth Speaker,Electronics,Supplier_Zenith,Warehouse_East_02,UK,Europe,CUST009767,2024-01-07 22:09:14,2024-01-08 22:09:14,2024-01-20 22:09:14,158,918.1,97329.58,145059.8,47714.12,,Road,932,338,8.0,225,202990.05,0.0,Delivered,4,No,2.9,Winter,1,2024
ORD127899,P1013,Winter Sweater,Apparel,Supplier_Beta,Warehouse_West_01,UK,Europe,CUST000695,2024-01-07 22:11:33,2024-01-08 22:11:33,2024-01-21 22:11:33,97,1132.83,88894.68,93401.83,4453.55,53.6,Sea,2447,766,11.0,130,133352.21,0.15,Delivered,2,Yes,3.5,Winter,1,2024
ORD127900,P1050,Car Vacuum Cleaner,Automotive,Supplier_Nova,Warehouse_Central_02,UAE,Middle East,CUST004203,2024-01-07 22:26:38,2024-01-09 22:26:38,2024-01-29 22:26:38,97,760.94,49056.78,66430.06,17293.02,80.26,Air,4731,540,20.0,140,101435.19,0.1,Processing,0,No,4.0,Winter,1,2024
ORD127901,P1047,Remote Control Car,Toys,Supplier_Zenith,Warehouse_East_02,South Africa,Africa,CUST006770,2024-01-07 22:42:31,2024-01-08 22:42:31,2024-01-12 22:42:31,123,119.56,11490.66,12500.0,960.51,48.83,Sea,1703,523,4.0,119,14000.26,0.15,Delivered,0,No,3.3,Winter,1,2024
ORD127902,P1030,Wardrobe,Furniture,Supplier_Zenith,Warehouse_East_01,Germany,Europe,CUST001210,2024-01-07 23:12:42,2024-01-09 23:12:42,2024-02-07 23:12:42,64,471.14,21301.12,28645.31,7323.1,21.09,Sea,1017,315,24.0,76,37146.62,0.05,Shipped,5,No,3.5,Winter,1,2024
ORD127903,P1035,Green Tea Pack,Grocery,Supplier_Nova,Warehouse_North_02,Brazil,South America,CUST000423,2024-01-08 01:38:05,2024-01-09 01:38:05,2024-02-07 01:38:05,64,1182.02,61797.76,64301.89,2490.94,13.19,Air,1874,717,24.0,86,95932.5,0.15,Shipped,5,No,3.2,Winter,1,2024
ORD127904,P1036,Almonds 500g,Grocery,Supplier_Meridian,Warehouse_North_02,Brazil,South America,CUST002994,2024-01-08 01:52:31,2024-01-09 01:52:31,2024-01-30 01:52:31,172,1420.24,147044.52,219853.15,72594.23,214.4,Air,2018,633,21.0,236,338716.88,0.1,Delivered,0,No,3.2,Winter,1,2024
